date,party,title,url,text,words
Join us today,Labour,Release: National caves to big tobacco as NZ tumbles down global rankings,https://www.labour.org.nz/news/release-national-caves-to-big-tobacco-as-nz-tumbles-down-global-rankings/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
Join us today,Labour,Release: Luxon confirms asset sales on the table,https://www.labour.org.nz/news/release-luxon-confirms-asset-sales-on-the-table/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
Join us today,Labour,Release: Govt concedes cheap school lunches a flop,https://www.labour.org.nz/news/release-govt-concedes-cheap-school-lunches-a-flop/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
Join us today,Labour,Release: Labour will make cervical screening free,https://www.labour.org.nz/news/release-labour-will-make-cervical-screening-free/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
Support our policySh,Labour,Free Doctor's Visits,https://www.labour.org.nz/news/free-doctors-visits/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
Join us today,Labour,Release: Highest unemployment rate in nearly a decade,https://www.labour.org.nz/news/release-highest-unemployment-rate-in-nearly-a-decade/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
Join us today,Labour,Release:,https://www.labour.org.nz/news/release/,"Release: Weekly shop more expensive because of National Release: Households going hungry under National Release: Labour portfolio reshuffle shows team ready to govern Release: Building slump under National costs jobs Release: Online safety inquiry a step forward Release: More children living in hardship under Luxon Release: 'Move on' orders penalise those with the least Release: Bishop rolls over for Luxon in housing debacle Release: India FTA must be for the good of New Zealand Release: Govt to sacrifice schools and hospitals for tar seal Release: Hospital car parking U-turn a win for staff and patients Release: National’s spin doesn’t solve homelessness Release: Government making it worse for families Release: Retail crime advisory group collapse shows Govt’s waste and dysfunction Release: Luxon’s choices cost Kiwis their jobs Release: Luxon’s choices hit Pacific communities Release: Peeni Henare announces he won’t seek re-election Release: Luxon loses control as his coalition fractures on climate Release: Labour, National lodge joint Modern Slavery Bill Release: Labour MP Adrian Rurawhe to retire from politics Release: New year, same soaring prices under Luxon Release: Government failed to protect Kiwis' health data Release: Lack of dairy gains in India FTA disappointing Release: Zero economic growth since National took office Release: Christopher Luxon is making it harder to vote Release: Cone of silence: hotline fails to deliver Release: Govt exposed as homelessness surges under Luxon Release: Government jobseeker target in tatters Release: Health targets miss the mark - again Release: Govt focused on bureaucracy while Kiwis wait for results Release: Govt’s economic failure making life harder for Kiwis Release: National is making life more expensive Release: Luxon hits disabled Kiwis with higher transport costs Release: Minimum wage won’t keep up with high cost of living Release: Luxon to New Zealanders: everyone must go Release: Labour forces Govt to back down on firearms overhaul Release: Government's 12-month rule leaves seniors out of pocket Release: Minister breaks Budget promise on housing Speech to Labour Party Conference 2025: Chris Hipkins Speech to Labour Party Conference 2025: Cushla Tangaere-Manuel Speech to Labour Party Conference 2025: Barbara Edmonds Speech to Labour Party Conference 2025: Carmel Sepuloni Release: Reserve Bank doing the work Luxon can’t Release: Labour to repeal Regulatory Standards Act – Winston are you in? Release: Govt failing on social housing delivery Release: Government denies homelessness reality Release: Luxon's health failures laid bare Release: Prices continue to soar under Luxon Release: National takes NZ backwards on climate change Release: Regulatory Standards Bill won’t be around for long Release: Record numbers continue to leave under Luxon Release: One year on and survivors still waiting for justice Release: National caves to big tobacco as NZ tumbles down global rankings Release: Luxon confirm",446
,NZ First,PETITION: Māori Seats Referendum,https://www.nzfirst.nz/petition_maori_seats_referendum,"back to main page Let New Zealand Decide: Hold a Referendum on the Māori Seats It’s time for a fair, democratic decision about the future of race-based seats in Parliament. New Zealand First is campaigning for a binding referendum on the future of the Māori seats If you believe: ✔ Every New Zealander should have equal political rights ✔ Major constitutional questions should be decided by voters ✔ It’s time for an honest national conversation Then add your name today. Like this to spread the word Tweet ""To the House of Representatives: We call on the Government to hold a binding referendum on whether the Māori seats in Parliament should be retained. This is a constitutional issue that should be decided by the people of New Zealand. Signed, Optional email code Will you sign? First Name Last Name Email Send me email updates Send me text message updates Don't publish this on the website I want to volunteer Signatures 4,080 signature Goal: 5000 signature",164
,NZ First,NZ First Calls for Select Committee Inquiry into Vaccine Injuries,https://www.nzfirst.nz/nz_first_calls_for_inquiry_into_vaccine_injuries,"New Zealand First is calling for a select committee inquiry into the injuries that the mandated double-dose of the COVID-19 vaccine may have caused to the hundreds of thousands of potentially affected New Zealanders. The recent Covid Inquiry Report did not go far enough into the effects of the vaccine safety, what those risks were, and more importantly who has been affected. However, this report has brought to light a number of concerning issues including the fact that advice was not shared with the public about the risks involved with the double-dose vaccine mandates for 12–17year olds. If the official advice was passed to ministers who ignored that advice, and the public did not know the significant risks of taking those vaccines, someone needs to be held accountable. The Crown needs to know how widespread any effects of those known risks that were mandated on the New Zealanders but specifically those young people. The downstream health effects could be disastrous with the report identifying myocarditis as a specific health consequence. Those vaccine injured need a voice and the ability to publicly give evidence to the Crown, and New Zealanders need to know what impacts this has had on the trust in our health system. The whole point of the Covid Inquiry was to hold decision makers accountable and to ensure we learn lessons for the future so we don’t make the same mistakes. This further step of a select committee inquiry will provide those answers.",245
,NZ First,NZ First Introduces Anti-Scamming Bill,https://www.nzfirst.nz/nz_first_introduces_anti_scamming_bill,"New Zealand First has introduced the Financial Markets Conduct (Preventing Payment Scams) Amendment Bill to ensure banks are mandated to do more to protect New Zealanders from financially devastating banking scams. “We are pleased with the progress on the Banking Inquiry into increasing Banking Competition, and that the Banking Association has come up with their own code to address financial scams.” says New Zealand First MP Dr David Wilson. “However, the current Banking Code of Practice is written ‘by banks for banks’ and is not strong enough.” “New Zealand First believes that self-regulation in this area is not enough.” This Bill mandates a duty to protect consumers, making the ‘receiving banks’ as accountable as the ‘sending banks’. It requires systems like ‘confirmation of payee’, ‘know your customer’, ‘urgent account freezing’ for unusual activity, and ‘information sharing’ to prevent fraud. “There are too many people still suffering from an international rise in organised crime groups conducting sophisticated financial scams. It is in the public interest to require up-to-date software and practices in our banking sector - they are the ‘pinch point’ of fraud and money laundering activity.” “The Commerce Commission has already identified that our banks have not invested in software, processes, systems and staff training at a level that is required to protect their clients.” “It is critical to require our banks to be up to date with international best practices to prevent consumers from the heartache and devastation that comes from a life changing event such as losing one’s life savings when it could have been prevented.” “Even when red flags light up like a disco, banks often wait for police rather than freezing accounts, allowing funds to be wired overseas immediately”. “Crucially, if a bank fails their mandated duty under this Bill, the default starting position is that losses must not be attributed to the consumer.” “This is about bringing some common sense and desperately needed accountability of our financial institutions and the prevention of scams” says Dr. Wilson",331
,NZ First,NZ First Bill to Enable Binding Referendum on Māori Seats at 2026 Election,https://www.nzfirst.nz/nz_first_bill_to_enable_binding_referendum_on_maori_seats_at_2026_election,"New Zealand First has today introduced a Member’s Bill that will ensure a binding referendum on the Māori seats is held in conjunction with the 2026 election. We have recently announced our intention to campaign on a binding referendum on the future of the Māori seats - we are saying we have legislation ready to go right now. We don’t have to wait until after the next election.  If we have the support of other parties in parliament, we can get this referendum completed at no extra cost, and no wasted time, if we hold it in conjunction with the general election in November. It is a simple referendum question: ‘Should there be separate Māori seats in the New Zealand Parliament?’ With a simple YES or NO answer. New Zealand First believes this decision should be put to a binding referendum, not made unilaterally, because we believe in our democracy and this issue needs to gain a true mandate from the people of New Zealand so we can move forward together, united, as one. We have put forward this bill today to show that the House of Representatives has the chance to involve the New Zealand people in deciding the future direction of our country together. New Zealand voters are ready to have a voice, and a choice.",218
,NZ First,New Zealand First to Campaign for Referendum on Māori Seats,https://www.nzfirst.nz/nz_first_to_campaign_for_referendum_on_maori_seats,"The time has come for a decision on the future of the Māori seats. It has been said many times but is a vitally undeniable fact – the Royal Commission into the electoral system in 1986 stated that with the implementation of MMP it would create a more representative Parliament and the original justification for separate Māori seats would no longer exist.  This point cannot be ignored. The Māori Party’s behaviour over the past two years has been the last straw.  They hold the majority of the Māori seats and do not turn up to parliament, disregard the rules and processes, and show utter disdain for the system that gives them the very seats they hold – they represent no one.  They have proven the seats they hold are no longer relevant nor serve their original purpose. We have just had a referendum on Local Māori Wards, and with the current Māori seat-holders showing how much of a mess they are in, it has proven that the time has come for the public to decide if they are effective, relevant, and if they are still needed. If the Māori seats have enough people who support them then they could be retained. But the fact is, we currently have a record number of Māori in parliament and in Cabinet, with twenty-seven percent of the House having a Māori background – far higher than the often claimed seventeen percent of the country’s Māori population. Additionally, the number of Māori enrolled on the Māori roll has itself steadily decreased in recent years.  It currently sits at only half of all Māori who are enrolled on the separate roll. Between 1854 and 1978 there were only four Māori who held a general seat.  But since the introduction of MMP that number has massively increased to now be an over-representation. The arguments for a separate franchise based on race have become irrelevant. New Zealand First has previously campaigned on this issue, and we believe we have an opportunity now to ensure this policy is implemented after the next election.",344
,NZ First,No Deal on FTA and Merry Christmas,https://www.nzfirst.nz/no_deal_on_fta_and_merry_christmas,"NZ First on the India Free Trade Agreement Yesterday, New Zealand First announced our opposition to the Government’s India Free Trade Agreement, exercising the ‘agree to disagree’ provision from our coalition agreement. New Zealand First will always look after the interests of New Zealand first and foremost, and this deal was neither free nor fair for our country. ""Regrettably, this is a bad deal for New Zealand. It gives too much away, especially on immigration, and does not get enough in return for New Zealanders, including on dairy."" - Rt Hon Winston Peters New Zealand First’s approach to trade deals is longstanding and principled; we support FTAs that deliver a good deal for New Zealanders and oppose those that do not. Read our press release in full, on Winston’s Facebook page or the Latest News section of our website. Wrapping up for Christmas New Zealand First leader, Rt Hon Winston Peters delivered a fiery speech in the house during Parliament’s adjournment debate on the last sitting day of the year. As Winston says, New Zealand First has had an outstanding year, and next year we plan to turn the election on its head. In our party, we are proud patriots, we are proud nationalists, and we are the only party that brings political balance to the spectrum of extremes. An array of zingers was delivered to the Left as Winston outlined just how important our party is for New Zealand politics. “It is going to be a big year for many reasons in 2026. We are setting out to turn next year into a year that we look back on in wonder as a political watershed year… And there's only one thing we have to say to the media, get out of the way and watch this space.” – Rt Hon Winston Peters You don’t want to miss this one – watch in full HERE. Merry Christmas from NZ First Wishing you a happy and relaxing Christmas, at a time for us to celebrate family, friends and faith. We also acknowledge the essential workers and volunteers who will be sacrificing time with their families to keep our country going. Make sure you check out our social media channels over the summer break for some of our 2025 highlights. From the New Zealand First team, we thank you for your continued support throughout the year and look forward to being back in 2026! A reminder that membership renewals are due from 31 December. Make sure your membership is up to date and be part of our mission in 2026, to take back our country.",433
,NZ First,India FTA a bad deal for New Zealand,https://www.nzfirst.nz/india_fta_a_bad_deal_for_new_zealand,"New Zealand First is regrettably opposed to the India Free Trade Agreement announced today, Leader Rt Hon Winston Peters says. “We consider the India-New Zealand Free Trade Agreement to be neither free nor fair,” Mr Peters says. “Regrettably, this is a bad deal for New Zealand. It gives too much away, especially on immigration, and does not get enough in return for New Zealanders, including on dairy. “New Zealand First urged its coalition partner not to rush into concluding a low-quality deal with India, and to use all three years of this Parliamentary cycle in order to get the best possible deal. We also indicated we felt it would be unwise for National to sign up to a deal with India when a Parliamentary majority for that deal was uncertain. “Unfortunately, these pleas went unheeded. National preferred doing a quick, low-quality deal over doing the hard work necessary to get a fair deal that delivers for both New Zealanders and Indians.” When Cabinet approval for the India deal was sought last week, New Zealand First exercised the agree to disagree provision of its coalition arrangements – while making clear that it would vote against enabling legislation if and when it is introduced to Parliament. “ While New Zealand is completely opening its market to Indian products under this deal, India is not reducing the significant tariff barriers currently facing our major dairy products,” Mr Peters says. “This is not a good deal for New Zealand farmers and is impossible to defend to our rural communities.” The India FTA would be New Zealand’s first trade deal to exclude our major dairy products - including milk, cheese and butter. In the year to November 2025, New Zealand exports of these products were worth around $24 billion, or 30% of our total goods exports. “National has also made serious concessions to India in areas that have nothing to do with two-way trade - but rather relate to encouraging the movement of people from India to New Zealand and New Zealand investment in India,” Mr Peters says. “On a per capita basis, National has offered far greater access for India to our labour market than did Australia or the United Kingdom to secure their FTAs. This is deeply unwise given New Zealand’s current labour market conditions, with too many New Zealanders in unemployment or doing it tough economically. “New Zealand First looks at all proposed changes on migration from the same standpoint: do they protect the ability of New Zealanders to find meaningful employment as well as the integrity of our immigration system? The India deal fails that test. By creating a new employment visa specifically for Indian citizens, it is likely to generate far greater interest in Indian migration to New Zealand – at a time when we have a very tight labour market. “We also hold concerns that the deal ties the hands of future New Zealand Governments. The proposals around the work rights for Indian students, both when they study and after they graduate, would constrain t",506
,NZ First,Puberty Blockers Banned For Children,https://www.nzfirst.nz/puberty-blockers-banned-for-children,"Today, sanity won another battle in the war on woke. After years of dangerous ideological experimentation pushed by radical activists and rubber-stamped by weak politicians, the New Zealand Government has officially banned puberty blockers for children. This is what happens when you back a party that actually delivers. It’s a monumental victory for common sense and for every parent who’s been told to sit down, shut up, and let so-called “experts” chemically sterilise their kids because they were “born in the wrong body.” No one is born in the wrong body. This didn’t happen because Wellington suddenly grew a conscience. I am sure there will be bureaucrats fuming about it. It happened because New Zealand First fought for it. It happened because New Zealand First fought tooth and nail to make it happen. The era of woke madness is ending. The days of politicians hiding behind slogans while children are used as social experiments are done. This isn’t a token win. It’s a major course correction and one that marks the beginning of the end for reckless gender ideology in our public institutions. While others talked, New Zealand First acted. And this is about more than just a woke agenda - it is about protecting children, respecting the role of parents, and strengthening Kiwi families. For years, activists told us to “trust the science” while burying any study that didn’t fit their narrative. They have demonised parents who question medical transition. They have bullied doctors into silence, captured ministries and universities, and built an industry that profited from confusion. And who paid the price? Children did. We’ve seen the evidence. Puberty blockers cause irreversible harm to bone density, fertility, brain development, and future sexual function. Yet bureaucrats defend them, bowing to activist pressure instead of listening to common sense. It takes courage to stand up and say, “enough.” And it took New Zealand First to stare down the mob and restore common sense to our health system. You and I both know this war is far from over. The same activists who flooded the system with ideology won't give up quietly. They’re already drafting their press releases, lobbying MPs, whipping the media into a frenzy, and preparing their next campaign to get these dangerous drugs back into children. The fight for common sense to protect Kiwi kids must continue. It is bigger than just the blockers. You'll probably have seen the work we've done to scrub the indoctrination out of the Relationship and Sexuality Education (RSE) guidelines too. For too long, schools were allowed to confuse children with radical gender theory instead of teaching them the basics of respect, responsibility, and reality. Those days are over. Under this Government, and because of New Zealand First’s insistence, classrooms will once again be places for learning, not indoctrination. We are putting parents back in charge and restoring sanity to what children are taught about sex, gender, and gr",486
,NZ First,"Green Party Anti-Region, Anti-Jobs, Anti-Economy, Anti-Mining plan ‘laughable’",https://www.nzfirst.nz/green_party_anti_mining_plan_laughable,"New Zealand First Deputy Leader Shane Jones is laughing off a half-baked plan by the Green Party to ‘revoke’ any consents issued for a tiny number of consents that may be issued under the fast-track regime for mining projects. “The current Greens have shown themselves to be the most anti-region, anti-jobs, anti-economy political party we have ever had in Parliament. Labour leader Chris Hipkins should immediately rule out working with them in any future government. “This is a party that prioritises scrubby bits of land with little value and dime-a-dozen species that will simply move elsewhere over the hard-working Kiwis who rely on mining for work, the regional economies that benefit for the direct and indirect benefits of these operations, and the millions of dollar they add to our economy every year. Mr Jones said the Greens’ plan would undermine the rule of law.  “Retrospectively removing people’s property rights is a sovereign risk and a constitutional outrage.” “To call today’s mining announcement by the Greens a half-baked, wishful-thinking, empty promise without any research or thought behind it, would be an understatement. “It is interesting that Marama Davidson and her MPs do not appear to be against all mining, nor against all fast-track projects, just a small handful of projects that are mining, fast-track and involve seabed mining, hard rock gold mining or coal mining.  That’s fewer than 10 by my count.” Mr Jones also noted that the Greens have refused to make today’s announcement a bottom line in any negotiations, saying it was too early to make that call. “I would also note media reporting Labour as saying it ‘remained committed to projects having environmental protections applied as they would under a ‘normal process’. That’s exactly what is occurring.”",289
